ISO3,Year,flowDesc,AFG_trade,ARG_trade,AUS_trade,BEL_trade,BGD_trade,CAN_trade,CHN_trade,DEU_trade,ESP_trade,FRA_trade,GBR_trade,HRV_trade,IND_trade,IRN_trade,IRQ_trade,ISR_trade,ITA_trade,JPN_trade,LKA_trade,PAK_trade,PRT_trade,RUS_trade,SAU_trade,SWE_trade,USA_trade,Barley_Area_harvested,Barley_Production,Barley_Yield,"Hen_eggs_in_shell,_fresh_Laying","Hen_eggs_in_shell,_fresh_Production","Hen_eggs_in_shell,_fresh_Yield","Hen_eggs_in_shell,_fresh_Yield/Carcass_Weight","Meat_of_cattle_with_the_bone,_fresh_or_chilled_Producing_Animals/Slaughtered","Meat_of_cattle_with_the_bone,_fresh_or_chilled_Production","Meat_of_cattle_with_the_bone,_fresh_or_chilled_Yield/Carcass_Weight","Meat_of_chickens,_fresh_or_chilled_Producing_Animals/Slaughtered","Meat_of_chickens,_fresh_or_chilled_Production","Meat_of_chickens,_fresh_or_chilled_Yield/Carcass_Weight","Meat_of_sheep,_fresh_or_chilled_Producing_Animals/Slaughtered","Meat_of_sheep,_fresh_or_chilled_Production","Meat_of_sheep,_fresh_or_chilled_Yield/Carcass_Weight","Onions_and_shallots,_dry_(excluding_dehydrated)_Area_harvested","Onions_and_shallots,_dry_(excluding_dehydrated)_Production","Onions_and_shallots,_dry_(excluding_dehydrated)_Yield","Other_vegetables,_fresh_n.e.c._Area_harvested","Other_vegetables,_fresh_n.e.c._Production","Other_vegetables,_fresh_n.e.c._Yield",Potatoes_Area_harvested,Potatoes_Production,Potatoes_Yield,Tomatoes_Area_harvested,Tomatoes_Production,Tomatoes_Yield,Wheat_Area_harvested,Wheat_Production,Wheat_Yield,"Total Damage, Adjusted ('000 US$)",No. Affected,Total Deaths,Exports of goods and services (% of GDP),GDP (current US$),GDP growth (annual %),GDP per capita (current US$),Imports of goods and services (% of GDP),"Inflation, consumer prices (annual %)",Trade (% of GDP),"Employment to population ratio, 15+, female (%) (modeled ILO estimate)","Employment to population ratio, ages 15-24, female (%) (national estimate)","Employment to population ratio, ages 15-24, male (%) (national estimate)","Unemployment with basic education, female (% of female labor force with basic education)","Unemployment with basic education, male (% of male labor force with basic education)",Rural_population,Total_Population_Both_sexes,Total_Population_Female,Total_Population_Male,Urban_population,Current_account_balance_(%_of_GDP),External_debt_stocks_(%_of_GNI),"Foreign_direct_investment,_net_inflows_(%_of_GDP)",Gini_index,"Life_expectancy_at_birth,_female_(years)","Life_expectancy_at_birth,_male_(years)","Life_expectancy_at_birth,_total_(years)",Population_growth_(annual_%),Poverty_headcount_ratio_at_$3.00_a_day_(2021_PPP)_(%_of_population),"Unemployment,_total_(%_of_total_labor_force)_(modeled_ILO_estimate)",Urban_population_(%_of_total_population)
CAN,2002,Import,232315.0,205720573.0,1097280714.0,887998726.0,104992624.0,3439159818.0,10201969010.0,5286882382.0,653610184.0,3733365015.0,6207488530.0,11142912.0,846085836.0,34988281.0,694617458.0,402290894.0,2829882373.0,9834671936.0,70983025.0,184413112.0,159985822.0,242385787.0,477332742.0,1185260424.0,139279000000.0,3341800.0,7467700.0,2234.6,25748.0,3677481.0,270.0,15216.0,3836700.0,1297530.0,338.0,625692.0,956830.0,1529.0,695000.0,14750.0,21.0,4690.0,131962.0,28136.9,4859.0,127997.0,26342.3,422300.0,4715045.45,11165.2,8818.0,573368.0,65022.5,8710500.0,15961300.0,1832.4,0.0,739.0,2.0,40.0586585930818,760649334098.005,2.99925535017809,24256.0192337185,35.6483734848415,2.25839440940855,75.7070320779233,55.874,57.62,57.318,13.273,14.471,6299.155,31535.577,15915.422,15620.156,25021.734,1.64503032397306,,3.21914767807145,33.6,82.02,77.16,79.5307317073171,1.08479328329522,0.2,7.665,79.888
CAN,2003,Export,6446736.0,55726582.0,1051933977.0,1316421021.0,90567374.0,,3436397071.0,2080686013.0,612644803.0,1565142442.0,4351082736.0,34170873.0,545505473.0,168003348.0,3876080.0,175959296.0,1236285540.0,5853851997.0,33304960.0,215914989.0,80681024.0,238493084.0,335139786.0,225801982.0,233380000000.0,4397100.0,12164200.0,2766.4,25720.0,3700697.0,272.0,15280.0,3517300.0,1203610.0,342.0,615623.0,956220.0,1553.0,729900.0,15760.0,22.0,4970.0,147200.0,29617.7,4750.0,119266.0,25108.6,447000.0,5293545.45,11842.4,7505.0,502131.0,66906.2,10214500.0,23048600.0,2256.5,1176599.0,2670.0,7.0,36.8659851985508,895540646634.787,1.80638512302554,28301.8645937428,32.9741094185099,2.75856321360112,69.8400946170607,56.796,58.636,57.695,13.495,13.913,6336.148,31836.482,16065.708,15770.774,25291.658,1.16498813828327,,0.782967555453216,33.8,82.23,77.32,79.7151219512195,0.899226809998674,0.2,7.574,79.967
CAN,2003,Import,442510.0,267531520.0,1168711860.0,831000610.0,251071407.0,2909082437.0,13288636101.0,6182421006.0,848311731.0,3627241338.0,6596724093.0,15142045.0,1017947268.0,45224403.0,805430542.0,443490049.0,3303972706.0,9882955933.0,74023630.0,196679195.0,198619490.0,578023737.0,657389320.0,1450849261.0,145755000000.0,4397100.0,12164200.0,2766.4,25720.0,3700697.0,272.0,15280.0,3517300.0,1203610.0,342.0,615623.0,956220.0,1553.0,729900.0,15760.0,22.0,4970.0,147200.0,29617.7,4750.0,119266.0,25108.6,447000.0,5293545.45,11842.4,7505.0,502131.0,66906.2,10214500.0,23048600.0,2256.5,1176599.0,2670.0,7.0,36.8659851985508,895540646634.787,1.80638512302554,28301.8645937428,32.9741094185099,2.75856321360112,69.8400946170607,56.796,58.636,57.695,13.495,13.913,6336.148,31836.482,16065.708,15770.774,25291.658,1.16498813828327,,0.782967555453216,33.8,82.23,77.32,79.7151219512195,0.899226809998674,0.2,7.574,79.967
CAN,2004,Export,7507268.0,98745578.0,1212567946.0,1740429428.0,84193378.0,,5209105813.0,2065303222.0,927939579.0,1833678031.0,5953335189.0,15635505.0,662853949.0,171978698.0,24465268.0,294343731.0,1344767446.0,6587074141.0,34844273.0,253439697.0,142378518.0,319620152.0,451129494.0,294675472.0,267804000000.0,3840700.0,12556700.0,3269.4,24623.0,3517701.0,270.0,15314.0,4438400.0,1500140.0,338.0,613251.0,970820.0,1583.0,775200.0,17470.0,23.0,4878.0,161638.0,33136.1,4635.0,115524.0,24924.3,424400.0,5246863.64,12363.0,7946.0,593478.0,74688.9,9388900.0,24795500.0,2640.9,498226.0,1000.0,0.0,37.3277713060483,1026690238278.25,3.09236384292251,32145.5412620217,32.864648684908,1.85725871857256,70.1924199909562,57.093,58.254,57.469,13.674,13.36,6375.632,32132.678,16213.848,15918.829,25573.785,2.26315076447856,,0.141465896048034,33.8,82.42,77.68,79.9921951219512,0.932186964148048,0.2,7.185,80.045
CAN,2004,Import,287891.0,230962019.0,1419325963.0,1041653979.0,377906210.0,2850071232.0,18549052879.0,7253190130.0,970957146.0,4107773046.0,7432389546.0,19027012.0,1213891613.0,58335226.0,847721770.0,532184341.0,3516481244.0,10399999594.0,87727738.0,188526774.0,230685234.0,1066068523.0,945226461.0,1665015013.0,160827000000.0,3840700.0,12556700.0,3269.4,24623.0,3517701.0,270.0,15314.0,4438400.0,1500140.0,338.0,613251.0,970820.0,1583.0,775200.0,17470.0,23.0,4878.0,161638.0,33136.1,4635.0,115524.0,24924.3,424400.0,5246863.64,12363.0,7946.0,593478.0,74688.9,9388900.0,24795500.0,2640.9,498226.0,1000.0,0.0,37.3277713060483,1026690238278.25,3.09236384292251,32145.5412620217,32.864648684908,1.85725871857256,70.1924199909562,57.093,58.254,57.469,13.674,13.36,6375.632,32132.678,16213.848,15918.829,25573.785,2.26315076447856,,0.141465896048034,33.8,82.42,77.68,79.9921951219512,0.932186964148048,0.2,7.185,80.045
CAN,2005,Export,15789013.0,144029551.0,1354266624.0,1893184633.0,85061762.0,,5961766074.0,2674961794.0,987753400.0,2096743936.0,6823032926.0,16866121.0,898252285.0,226758645.0,62716770.0,356412563.0,1592399381.0,7578135004.0,100674130.0,262007850.0,135842034.0,467525159.0,362985803.0,398672927.0,302195000000.0,3634000.0,11677600.0,3213.4,25636.0,3714844.0,274.0,15574.0,4474400.0,1469980.0,329.0,626253.0,1000870.0,1598.0,812500.0,17550.0,22.0,4800.0,154562.0,32200.4,4596.0,109690.0,23866.4,386200.0,4443363.64,11505.3,8288.0,629432.0,75945.0,9403800.0,25748100.0,2738.1,573434.0,5900.0,4.0,36.8567073235071,1173108598778.68,3.21045439063563,36383.6600068095,32.9024256932286,2.21355203439767,69.7591330167357,57.05,58.74,56.712,12.915,12.193,6418.127,32440.173,16366.683,16073.49,25869.853,1.86965618692433,,2.17816380917594,33.6,82.52,77.82,80.1126829268293,0.94708626967041,0.2,6.758,80.122
CAN,2005,Import,380738.0,394043478.0,1442332344.0,1480346571.0,404643751.0,2926692974.0,24369378084.0,8480681314.0,990654550.0,4126280063.0,8602338638.0,20951622.0,1474767557.0,36716365.0,996063226.0,671203520.0,3790027978.0,12220229415.0,90109200.0,204475445.0,260906872.0,1426054095.0,1404728006.0,1896114029.0,177636000000.0,3634000.0,11677600.0,3213.4,25636.0,3714844.0,274.0,15574.0,4474400.0,1469980.0,329.0,626253.0,1000870.0,1598.0,812500.0,17550.0,22.0,4800.0,154562.0,32200.4,4596.0,109690.0,23866.4,386200.0,4443363.64,11505.3,8288.0,629432.0,75945.0,9403800.0,25748100.0,2738.1,573434.0,5900.0,4.0,36.8567073235071,1173108598778.68,3.21045439063563,36383.6600068095,32.9024256932286,2.21355203439767,69.7591330167357,57.05,58.74,56.712,12.915,12.193,6418.127,32440.173,16366.683,16073.49,25869.853,1.86965618692433,,2.17816380917594,33.6,82.52,77.82,80.1126829268293,0.94708626967041,0.2,6.758,80.122
CAN,2006,Export,6318328.0,169556041.0,1623423895.0,2124879873.0,145242597.0,,6879497813.0,3487001647.0,1049272618.0,2540996402.0,8937980092.0,22193152.0,1476710532.0,272122061.0,127068395.0,393103680.0,1660448420.0,8306150528.0,224809033.0,350632729.0,133054254.0,772153517.0,479321964.0,402972368.0,316557000000.0,3222900.0,9573100.0,2970.3,25882.0,3825588.0,280.0,15440.0,4155000.0,1328700.0,320.0,622474.0,998170.0,1604.0,768400.0,17040.0,22.0,5979.0,209417.0,35025.4,4744.0,115577.0,24362.8,391000.0,5101863.64,13048.2,8162.0,602854.0,73861.1,9681800.0,25265400.0,2609.6,0.0,3900.0,1.0,35.4024592168513,1319264809590.97,2.63794375007348,40504.0370977806,32.6497052601475,2.00202539534161,68.0521644769988,57.469,60.284,58.45,12.513,12.433,6459.512,32759.171,16526.347,16232.824,26185.971,1.36365624553912,,4.87410128955105,34.1,82.91,78.29,80.5436585365854,1.01355939144957,0.2,6.484,80.213
CAN,2006,Import,696676.0,504496263.0,1403927036.0,1729078167.0,479321202.0,2959741016.0,30443272235.0,9849533143.0,1237917579.0,4554662918.0,9595038479.0,23349695.0,1693253986.0,39256357.0,1472478359.0,769477379.0,4347023274.0,13521423756.0,99976348.0,248330718.0,312631464.0,1579018207.0,1516741895.0,2079301510.0,192178000000.0,3222900.0,9573100.0,2970.3,25882.0,3825588.0,280.0,15440.0,4155000.0,1328700.0,320.0,622474.0,998170.0,1604.0,768400.0,17040.0,22.0,5979.0,209417.0,35025.4,4744.0,115577.0,24362.8,391000.0,5101863.64,13048.2,8162.0,602854.0,73861.1,9681800.0,25265400.0,2609.6,0.0,3900.0,1.0,35.4024592168513,1319264809590.97,2.63794375007348,40504.0370977806,32.6497052601475,2.00202539534161,68.0521644769988,57.469,60.284,58.45,12.513,12.433,6459.512,32759.171,16526.347,16232.824,26185.971,1.36365624553912,,4.87410128955105,34.1,82.91,78.29,80.5436585365854,1.01355939144957,0.2,6.484,80.213
CAN,2007,Export,12668465.0,237542818.0,1629126292.0,2773239883.0,344108955.0,,8873346576.0,3587147862.0,1151034287.0,2916350990.0,11929630141.0,26062956.0,1671504266.0,255353551.0,250528395.0,397944249.0,2396170733.0,8603085319.0,230905358.0,422765897.0,162976368.0,1070434764.0,636864157.0,508271671.0,331602000000.0,3963300.0,10909800.0,2752.7,25889.0,3845850.0,282.0,15390.0,3820400.0,1277650.0,334.0,640708.0,1030970.0,1609.0,751900.0,16810.0,22.0,5999.0,209256.0,34881.8,4548.0,127053.0,27936.0,395200.0,4999181.82,12649.8,7934.0,595152.0,75012.9,8616100.0,20090400.0,2331.7,0.0,500.0,6.0,34.229555163977,1468820407783.26,2.04990463726786,44660.0838892281,32.0538645842577,2.13838399266837,66.2834197482347,58.193,60.971,60.025,11.818,12.345,6473.183,33092.171,16695.362,16396.809,26546.749,0.752359497275173,,8.20055904886214,33.8,82.91,78.29,80.5436585365854,0.970654173316653,0.2,6.156,80.396
CAN,2007,Import,704414.0,441913220.0,1663641500.0,2183768928.0,507139728.0,3473176421.0,35824735097.0,10752357952.0,1183388963.0,4751036858.0,10721473351.0,35070838.0,1849595253.0,41872214.0,1417595934.0,896621439.0,4734145824.0,14447453342.0,104047968.0,226866741.0,327677229.0,1384544921.0,1748627434.0,1965440789.0,206439000000.0,3963300.0,10909800.0,2752.7,25889.0,3845850.0,282.0,15390.0,3820400.0,1277650.0,334.0,640708.0,1030970.0,1609.0,751900.0,16810.0,22.0,5999.0,209256.0,34881.8,4548.0,127053.0,27936.0,395200.0,4999181.82,12649.8,7934.0,595152.0,75012.9,8616100.0,20090400.0,2331.7,0.0,500.0,6.0,34.229555163977,1468820407783.26,2.04990463726786,44660.0838892281,32.0538645842577,2.13838399266837,66.2834197482347,58.193,60.971,60.025,11.818,12.345,6473.183,33092.171,16695.362,16396.809,26546.749,0.752359497275173,,8.20055904886214,33.8,82.91,78.29,80.5436585365854,0.970654173316653,0.2,6.156,80.396
CAN,2008,Export,23968865.0,251343854.0,2021236518.0,3230500553.0,270923168.0,,9881454060.0,4220557922.0,1069647007.0,3058324587.0,12268164495.0,67099686.0,2282701762.0,642710372.0,175557256.0,549566749.0,2195234174.0,10464781819.0,371348839.0,518919184.0,200575593.0,1412107930.0,952591506.0,542648456.0,353783000000.0,3503600.0,11785800.0,3363.9,25967.0,3911740.5,285.0,16136.0,3843900.0,1303630.0,339.0,641168.0,1042080.0,1625.0,739200.0,16230.0,22.0,4789.0,159653.0,33337.4,4492.0,110265.0,24547.0,373400.0,4707272.73,12606.5,7493.0,563130.0,75154.1,10015500.0,28619200.0,2857.5,0.0,2400.0,0.0,34.3950055520687,1552989690721.65,0.995406301140747,46710.2526864484,32.6286028098296,2.37027067444299,67.0236083618983,58.329,61.27,59.749,11.204,12.466,6487.802,33449.085,16876.53,16572.555,26916.746,0.204634001322009,,4.5151371416977,33.9,83.05,78.51,80.7246341463415,1.083871149194,0.2,6.284,80.578
CAN,2008,Import,1151680.0,603667679.0,1550064988.0,2083425384.0,612497228.0,3506072497.0,40152202571.0,11975257799.0,1618981764.0,5701051279.0,11826068915.0,47553143.0,2107082591.0,37542224.0,2134451178.0,1147188339.0,4824265940.0,14404326523.0,112677719.0,231259586.0,412719112.0,1802727699.0,2073083275.0,2113219365.0,214046000000.0,3503600.0,11785800.0,3363.9,25967.0,3911740.5,285.0,16136.0,3843900.0,1303630.0,339.0,641168.0,1042080.0,1625.0,739200.0,16230.0,22.0,4789.0,159653.0,33337.4,4492.0,110265.0,24547.0,373400.0,4707272.73,12606.5,7493.0,563130.0,75154.1,10015500.0,28619200.0,2857.5,0.0,2400.0,0.0,34.3950055520687,1552989690721.65,0.995406301140747,46710.2526864484,32.6286028098296,2.37027067444299,67.0236083618983,58.329,61.27,59.749,11.204,12.466,6487.802,33449.085,16876.53,16572.555,26916.746,0.204634001322009,,4.5151371416977,33.9,83.05,78.51,80.7246341463415,1.083871149194,0.2,6.284,80.578
CAN,2009,Export,52481532.0,153071554.0,1557928978.0,1666208708.0,551287533.0,,9797289632.0,3250434923.0,981934314.0,2351621235.0,10588184304.0,90982812.0,1879252816.0,374306387.0,430490451.0,308070370.0,1561043984.0,7299595427.0,293748876.0,359013716.0,174616634.0,781378649.0,1017420174.0,333900206.0,236481000000.0,2921600.0,9528200.0,3261.3,26296.0,3929821.0,283.0,16050.0,3705200.0,1239440.0,335.0,638626.0,1038080.0,1625.0,740600.0,15960.0,22.0,5311.0,205776.0,38745.2,5055.0,126857.0,25095.4,359700.0,4584500.0,12745.3,6569.0,502273.0,76461.1,9660400.0,26949900.0,2789.7,731083.0,200.0,2.0,28.5158343165743,1374625142157.29,-2.91508621550267,40874.8831932903,29.9585575059154,0.299466803009299,58.4743918224897,57.458,58.349,54.545,14.875,16.891,6501.752,33826.37,17067.13,16759.24,27288.079,-2.96628242314574,,1.52413118076926,34.0,83.33,78.91,81.0660975609756,1.14470768476526,0.2,8.46,80.758
CAN,2009,Import,1275711.0,616015170.0,1428777545.0,1272737962.0,710750709.0,2922856248.0,34872190738.0,9515791799.0,1169375775.0,4950577717.0,8257927812.0,22382889.0,1761385673.0,21774560.0,1124716436.0,832028642.0,3910365326.0,10860575302.0,101762999.0,213316755.0,283007011.0,1349446679.0,1348961652.0,1581922635.0,164246000000.0,2921600.0,9528200.0,3261.3,26296.0,3929821.0,283.0,16050.0,3705200.0,1239440.0,335.0,638626.0,1038080.0,1625.0,740600.0,15960.0,22.0,5311.0,205776.0,38745.2,5055.0,126857.0,25095.4,359700.0,4584500.0,12745.3,6569.0,502273.0,76461.1,9660400.0,26949900.0,2789.7,731083.0,200.0,2.0,28.5158343165743,1374625142157.29,-2.91508621550267,40874.8831932903,29.9585575059154,0.299466803009299,58.4743918224897,57.458,58.349,54.545,14.875,16.891,6501.752,33826.37,17067.13,16759.24,27288.079,-2.96628242314574,,1.52413118076926,34.0,83.33,78.91,81.0660975609756,1.14470768476526,0.2,8.46,80.758
CAN,2010,Export,97904111.0,275804849.0,1701762379.0,2092975805.0,578339099.0,,12854413791.0,3676691489.0,948815628.0,2282190863.0,15899870515.0,91638039.0,1999922624.0,115553207.0,229822734.0,374513386.0,1861380726.0,8932610108.0,338521917.0,532957954.0,289611640.0,1155951243.0,949838065.0,459545407.0,289419000000.0,2394100.0,7627200.0,3185.8,26514.0,4029960.0,287.0,17029.0,3745600.0,1240625.0,331.0,642219.0,1050940.0,1636.0,721200.0,16155.0,22.0,5264.0,197869.0,37589.1,5680.0,138070.0,24308.1,139214.0,5440612.0,39080.9,6623.0,492650.0,74384.7,8296100.0,23299600.0,2808.5,,,,29.1673819330319,1617343367486.26,3.09080634469335,47560.6666009406,31.0407395714164,1.77687154092627,60.2081215044483,57.317,57.889,54.195,15.391,16.706,6513.437,34196.899,17253.887,16943.012,27655.231,-3.59618567149688,,1.83725638740881,33.6,83.54,79.21,81.3221951219512,1.11135202971694,0.2,8.178,80.937
CAN,2010,Import,1704472.0,1510798274.0,1572237781.0,1669885850.0,813253515.0,3838241817.0,43240159894.0,10961191125.0,1421803620.0,5277690738.0,10405155140.0,63913394.0,2062031071.0,36944795.0,1858030263.0,977526504.0,4528335154.0,13054186898.0,124041242.0,263291967.0,302379058.0,1596041314.0,1964820070.0,2034693406.0,197547000000.0,2394100.0,7627200.0,3185.8,26514.0,4029960.0,287.0,17029.0,3745600.0,1240625.0,331.0,642219.0,1050940.0,1636.0,721200.0,16155.0,22.0,5264.0,197869.0,37589.1,5680.0,138070.0,24308.1,139214.0,5440612.0,39080.9,6623.0,492650.0,74384.7,8296100.0,23299600.0,2808.5,,,,29.1673819330319,1617343367486.26,3.09080634469335,47560.6666009406,31.0407395714164,1.77687154092627,60.2081215044483,57.317,57.889,54.195,15.391,16.706,6513.437,34196.899,17253.887,16943.012,27655.231,-3.59618567149688,,1.83725638740881,33.6,83.54,79.21,81.3221951219512,1.11135202971694,0.2,8.178,80.937
CAN,2011,Export,58158798.0,500168538.0,1916685341.0,2416180074.0,557235185.0,,16984615845.0,3859480782.0,986890838.0,3111144545.0,18976765815.0,36370178.0,2654520704.0,128216476.0,187711074.0,403768242.0,1988451793.0,10776245269.0,305960441.0,696122768.0,227570926.0,1511604609.0,868478206.0,489618607.0,331755000000.0,2401500.0,7891500.0,3286.1,26808.0,4097484.0,289.0,17124.0,4045500.0,1105995.0,273.0,640192.0,1057210.0,1651.0,705700.0,17707.0,25.0,5579.0,203534.0,36482.2,6148.0,154388.0,25111.9,141157.0,5172873.0,36646.2,6946.0,472616.0,68041.5,8552500.0,25288000.0,2956.8,3207465.0,2000.0,7.0,30.6783919173107,1793326630174.52,3.13719442170364,52223.8588398531,31.8203468535221,2.91213508872351,62.4987387708328,57.221,57.719,55.261,15.713,15.491,6529.238,34555.452,17431.944,17123.509,28009.384,-2.77400602599856,,2.13783310760835,32.7,83.68,79.39,81.4826829268293,0.97540725097113,0.2,7.637,81.096
CAN,2011,Import,1606242.0,2384852441.0,1785174188.0,1684206435.0,1072413116.0,3974460632.0,48653536126.0,12921002193.0,1766054833.0,5605036001.0,10435665473.0,27260289.0,2560390823.0,34853596.0,2490469186.0,992573943.0,5157085818.0,13193768104.0,163704719.0,263480989.0,361358122.0,1298773716.0,2765289960.0,2283689227.0,223172000000.0,2401500.0,7891500.0,3286.1,26808.0,4097484.0,289.0,17124.0,4045500.0,1105995.0,273.0,640192.0,1057210.0,1651.0,705700.0,17707.0,25.0,5579.0,203534.0,36482.2,6148.0,154388.0,25111.9,141157.0,5172873.0,36646.2,6946.0,472616.0,68041.5,8552500.0,25288000.0,2956.8,3207465.0,2000.0,7.0,30.6783919173107,1793326630174.52,3.13719442170364,52223.8588398531,31.8203468535221,2.91213508872351,62.4987387708328,57.221,57.719,55.261,15.713,15.491,6529.238,34555.452,17431.944,17123.509,28009.384,-2.77400602599856,,2.13783310760835,32.7,83.68,79.39,81.4826829268293,0.97540725097113,0.2,7.637,81.096
CAN,2013,Export,39183431.0,283426094.0,1604017219.0,2477124908.0,641414136.0,,19900000429.0,3188393444.0,931642119.0,3052892344.0,13556428034.0,20438033.0,2719612757.0,13795635.0,190685488.0,368806020.0,1896070603.0,10325006741.0,176671729.0,158299269.0,303142620.0,1350039586.0,889536479.0,342046770.0,346035000000.0,2687400.0,10281600.0,3825.9,27334.0,4218040.0,291.0,17304.0,3911000.0,1023995.0,262.0,648654.0,1080636.0,1666.0,749600.0,16941.0,23.0,5144.0,200260.0,38930.8,6149.0,165491.0,26913.5,139635.0,5733494.0,41060.6,6038.0,502576.0,83235.5,10447200.0,37589100.0,3598.0,9843297.0,100000.0,14.0,30.3319386683867,1846597421834.98,2.32581354806429,52638.1187235237,31.8991362329537,0.938291897815317,62.2310749013405,57.685,57.915,55.469,14.669,14.505,6635.934,35293.433,17790.847,17502.586,28619.561,-3.14687545091254,,3.62980398357006,33.8,83.85,79.74,81.7448780487805,1.05338098055318,0.5,7.143,81.178
CAN,2013,Import,1964002.0,1788212269.0,1742333371.0,1766998180.0,1156891779.0,3375385275.0,51209844839.0,14955469270.0,1632524229.0,5227988513.0,8183024185.0,92437706.0,2890329134.0,21969059.0,3115545578.0,1028255521.0,5660822371.0,13342174690.0,199745487.0,285996162.0,359765201.0,839885212.0,2623068195.0,1868500631.0,240614000000.0,2687400.0,10281600.0,3825.9,27334.0,4218040.0,291.0,17304.0,3911000.0,1023995.0,262.0,648654.0,1080636.0,1666.0,749600.0,16941.0,23.0,5144.0,200260.0,38930.8,6149.0,165491.0,26913.5,139635.0,5733494.0,41060.6,6038.0,502576.0,83235.5,10447200.0,37589100.0,3598.0,9843297.0,100000.0,14.0,30.3319386683867,1846597421834.98,2.32581354806429,52638.1187235237,31.8991362329537,0.938291897815317,62.2310749013405,57.685,57.915,55.469,14.669,14.505,6635.934,35293.433,17790.847,17502.586,28619.561,-3.14687545091254,,3.62980398357006,33.8,83.85,79.74,81.7448780487805,1.05338098055318,0.5,7.143,81.178
CAN,2014,Export,15691022.0,220672472.0,1591621534.0,3188169130.0,637723467.0,,17447756204.0,2687178478.0,1018585102.0,2995305677.0,13764188510.0,20542731.0,2914561613.0,58573808.0,253919438.0,406711148.0,3772707932.0,9725092096.0,238716353.0,350042179.0,204095502.0,1121787100.0,1125982864.0,355451379.0,364959000000.0,2167200.0,7116800.0,3283.9,27328.0,4230543.0,292.0,17344.0,3165500.0,1068591.0,338.0,662266.0,1099257.0,1660.0,761000.0,16894.0,22.0,5294.0,253100.0,47808.8,6510.0,172784.0,26541.3,136365.0,5643277.0,41383.6,5380.0,360335.0,66976.8,9553500.0,29442100.0,3081.8,170932.0,6900.0,0.0,31.7365758733408,1805749878439.94,2.87346677785811,50960.8431174661,32.6420862831515,1.90663590717861,64.3786621564923,57.224,58.257,55.31,14.261,14.256,6687.15,35634.264,17959.416,17674.847,28917.578,-2.31892137730875,,3.55390337011002,33.2,83.91,79.76,81.7843902439025,1.00142284689661,0.2,7.023,81.218
CAN,2014,Import,2174539.0,1761489575.0,1300692007.0,1868939239.0,1108546479.0,3327362670.0,53066195538.0,14436099749.0,1995771088.0,5390798684.0,8323162377.0,50161056.0,2876561963.0,20495600.0,1675247256.0,1000708474.0,5807776437.0,12046255098.0,230685091.0,286301839.0,440079315.0,666788173.0,2360841831.0,1649220198.0,251814000000.0,2167200.0,7116800.0,3283.9,27328.0,4230543.0,292.0,17344.0,3165500.0,1068591.0,338.0,662266.0,1099257.0,1660.0,761000.0,16894.0,22.0,5294.0,253100.0,47808.8,6510.0,172784.0,26541.3,136365.0,5643277.0,41383.6,5380.0,360335.0,66976.8,9553500.0,29442100.0,3081.8,170932.0,6900.0,0.0,31.7365758733408,1805749878439.94,2.87346677785811,50960.8431174661,32.6420862831515,1.90663590717861,64.3786621564923,57.224,58.257,55.31,14.261,14.256,6687.15,35634.264,17959.416,17674.847,28917.578,-2.31892137730875,,3.55390337011002,33.2,83.91,79.76,81.7843902439025,1.00142284689661,0.2,7.023,81.218
CAN,2015,Export,10882265.67,242790023.7,1480219388.0,2445280633.0,707390119.9,,15783682103.0,2705140964.0,884728363.2,2454201155.0,12481345992.0,40201460.19,3378050634.0,77482391.31,141019424.9,267864463.8,1781963234.0,7644506391.0,246963660.5,540774493.5,145735485.5,469799768.5,932615037.3,376546070.8,313545000000.0,2352300.0,8256600.0,3510.0,28646.0,4438822.0,293.0,17360.0,2912000.0,1017551.0,349.0,683094.0,1137070.0,1665.0,732400.0,16845.0,23.0,5378.0,232901.0,43306.2,6657.0,176138.0,26459.1,137556.0,5874839.0,42708.7,6437.0,429337.0,66698.3,9558300.0,27647400.0,2892.5,0.0,13000.0,0.0,31.8499609634443,1556508816217.14,0.649971001734855,43594.1941045394,34.3149411035338,1.12524136094277,66.1649020669781,57.125,58.537,55.792,13.912,14.274,6737.308,35962.234,18124.573,17837.661,29212.401,-3.51398716666025,,3.85389453706153,33.7,83.89,79.86,81.8258536585366,0.760300145238936,0.5,6.945,81.259
CAN,2015,Import,2358931.262,1462943503.0,1313581663.0,1704558212.0,1159049307.0,3084809458.0,51368522084.0,13568535697.0,1836289766.0,5324051203.0,7194444896.0,41945829.89,3079217995.0,21096127.33,197600.994,945388657.3,5766788004.0,11561571509.0,261211818.2,274628306.7,484573071.7,812321976.1,1561090695.0,1459627944.0,223174000000.0,2352300.0,8256600.0,3510.0,28646.0,4438822.0,293.0,17360.0,2912000.0,1017551.0,349.0,683094.0,1137070.0,1665.0,732400.0,16845.0,23.0,5378.0,232901.0,43306.2,6657.0,176138.0,26459.1,137556.0,5874839.0,42708.7,6437.0,429337.0,66698.3,9558300.0,27647400.0,2892.5,0.0,13000.0,0.0,31.8499609634443,1556508816217.14,0.649971001734855,43594.1941045394,34.3149411035338,1.12524136094277,66.1649020669781,57.125,58.537,55.792,13.912,14.274,6737.308,35962.234,18124.573,17837.661,29212.401,-3.51398716666025,,3.85389453706153,33.7,83.89,79.86,81.8258536585366,0.760300145238936,0.5,6.945,81.259
